,Detail_Short,Floor Size (in sqft),Last_Sold_Date,Last_Sold_Price,Locality,Lot_size,Number of Rooms,Postal_Code,Region,Street,Title,Type,Year_build
0,"52 Chicory Ln , Pennington, NJ 08534-5423 is currently not for sale. The 2,731 sq. ft. single-family home is a 5 bed, 3.0 bath property. This home was built in 1993 and last sold on 7/9/2021 for $790,000. View more property details, sales history and Zestimate data on Zillow.","2,800",07/09/21,"$790,000",Pennington,0.36 Acres,4.0,8534,NJ,50 Chicory Ln,"52 Chicory Ln, Pennington, NJ 08534 | Zillow",Single Family Residence,1993
1,"5 Rockwell Green Dr , Pennington, NJ 08534 is currently not for sale. The sq. ft. single-family home is a 5 bed, 5.0 bath property. This home was built in 2021 and last sold on 7/8/2021 for $999,999. View more property details, sales history and Zestimate data on Zillow.","3,758",07/08/21,"$999,999",Pennington,0.46 Acres,5.0,8534,NJ,1 Rockwell Green Dr,"5 Rockwell Green Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,2021
2,"305 Deer Run Ct , Pennington, NJ 08534-1148 is currently not for sale. The 1,908 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 7/8/2021 for $345,000. View more property details, sales history and Zestimate data on Zillow.","1,908",07/08/21,"$345,000",Pennington,"1,742 sqft",,8534,NJ,303 Deer Run Ct,"305 Deer Run Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
3,"13 Cannon Dr # 1203, Pennington, NJ 08534 is currently not for sale. The 2,269 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 2020 and last sold on 7/6/2021 for $484,267. View more property details, sales history and Zestimate data on Zillow.","2,330",07/06/21,"$484,267",Pennington,No Data,,8534,NJ,19 Tucker Way,"13 Cannon Dr #1203, Pennington, NJ 08534 | Zillow",Townhouse,2020
4,"324 Hale St , Pennington, NJ 08534-2705 is currently not for sale. The sq. ft. single-family home is a 4 bed, 5.0 bath property. This home was built in 2012 and last sold on 7/6/2021 for $950,000. View more property details, sales history and Zestimate data on Zillow.","3,582",07/06/21,"$950,000",Pennington,0.28 Acres,,8534,NJ,326 Hale St,"324 Hale St, Pennington, NJ 08534 | Zillow",Single Family Residence,2012
5,"402 Pebble Creek Ct , Pennington, NJ 08534-1945 is currently not for sale. The 2,052 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 7/2/2021 for $445,000. View more property details, sales history and Zestimate data on Zillow.","1,908",07/02/21,"$445,000",Pennington,No Data,3.0,8534,NJ,404 Pebble Creek Ct,"402 Pebble Creek Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
6,"15 Miller Cir , Pennington, NJ 08534-5148 is currently not for sale. The 1,783 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 2003 and last sold on 7/1/2021 for $410,000. View more property details, sales history and Zestimate data on Zillow.","2,134",07/01/21,"$410,000",Pennington,No Data,3.0,8534,NJ,17 Miller Cir,"15 Miller Cir, Pennington, NJ 08534 | Zillow",Townhouse,2003
7,"487 Federal City Rd , Pennington, NJ 08534-4210 is currently not for sale. The 1,896 sq. ft. single-family home is a 3 bed, 3.0 bath property. This home was built in 1800 and last sold on 7/1/2021 for $400,000. View more property details, sales history and Zestimate data on Zillow.","2,015",07/01/21,"$400,000",Pennington,0.69 Acres,,8534,NJ,477 Federal City Rd,"487 Federal City Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1800
8,"Zillow has 21 photos of this $318000 4 bed, bath, 1683 sqft single family home located at 18 Crest Ave built in 1956. MLS #.","1,348",06/30/21,"$318,000",Pennington,,,8534,NJ,20 Crest Ave,"18 Crest Ave, Pennington, NJ 08534 | Zillow",Duplex,1956
9,"204 Sandpiper Ct , Pennington, NJ 08534-5220 is currently not for sale. The 1,908 sq. ft. townhouse is a 3 bed, 2.5 bath unit. This townhouse was built in 1994 and last sold on 6/9/2021 for $335,000. View more property details, sales history and Zestimate data on Zillow.","1,463",06/09/21,"$335,000",Pennington,No Data,2.0,8534,NJ,206 Sandpiper Ct,"204 Sandpiper Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
10,"214 Ingleside Ave , Pennington, NJ 08534-3103 is currently not for sale. The sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in and last sold on 6/7/2021 for $475,000. View more property details, sales history and Zestimate data on Zillow.",,06/07/21,"$475,000",Pennington,1.46 Acres,,8534,NJ,212 Ingleside Ave,"214 Ingleside Ave, Pennington, NJ 08534 | Zillow",Single Family Residence,No Data
11,"327 Burd St , Pennington, NJ 08534-2802 is currently not for sale. The sq. ft. single-family home is a 4 bed, 2.0 bath property. This home was built in 1950 and last sold on 6/7/2021 for $580,000. View more property details, sales history and Zestimate data on Zillow.","1,478",06/07/21,"$580,000",Pennington,"9,147 sqft",,8534,NJ,325 Burd St,"327 Burd St, Pennington, NJ 08534 | Zillow",Single Family Residence,1950
12,"600 Scotch Rd , Pennington, NJ 08534-4110 is currently not for sale. The 2,598 sq. ft. single-family home is a 3 bed, 3.0 bath property. This home was built in 1985 and last sold on 6/7/2021 for $575,000. View more property details, sales history and Zestimate data on Zillow.","3,419",06/07/21,"$575,000",Pennington,2.25 Acres,,8534,NJ,602 Scotch Rd,"600 Scotch Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1985
13,"1455 Trenton Harb Rd , Pennington, NJ 08534 is currently not for sale. The 1,848 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1890 and last sold on 6/4/2021 for $457,500. View more property details, sales history and Zestimate data on Zillow.","1,762",06/04/21,"$457,500",Pennington,1.00 Acres,3.0,8534,NJ,1455 Trenton Harbourton Rd,"1455 Trenton Harb Rd, Pennington, NJ 08534 | Zillow",SingleFamily,1890
14,"80 Woolsey Ct , Pennington, NJ 08534-1428 is currently not for sale. The sq. ft. condo is a 2 bed, 2.0 bath unit. This condo was built in 1995 and last sold on 6/4/2021 for $330,000. View more property details, sales history and Zestimate data on Zillow.",,06/04/21,"$330,000",Pennington,,2.0,8534,NJ,88 Woolsey Ct,"80 Woolsey Ct, Pennington, NJ 08534 | Zillow",Condominium,1995
15,"321 Sked St , Pennington, NJ 08534-2724 is currently not for sale. The sq. ft. single-family home is a 3 bed, 3.0 bath property. This home was built in 1971 and last sold on 6/4/2021 for $560,000. View more property details, sales history and Zestimate data on Zillow.","2,404",06/04/21,"$560,000",Pennington,0.33 Acres,3.0,8534,NJ,319 Sked St,"321 Sked St, Pennington, NJ 08534 | Zillow",Single Family Residence,1971
16,"31 Wash Cross Penn Rd , Pennington, NJ 08534 is currently not for sale. The 1,567 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1955 and last sold on 6/3/2021 for $421,000. View more property details, sales history and Zestimate data on Zillow.","1,758",06/03/21,"$421,000",Pennington,0.46 Acres,,8534,NJ,33 Wash Cross Penn Rd,"31 Wash Cross Penn Rd, Pennington, NJ 08534 | Zillow",SingleFamily,1955
17,"286 PENNINGTON LAWRENCEVILLE RD , Pennington, NJ 08534 is currently not for sale. The 1,194 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1959 and last sold on 6/1/2021 for $400,000. View more property details, sales history and Zestimate data on Zillow.","1,610",06/01/21,"$400,000",Pennington,0.47 Acres,3.0,8534,NJ,288 Penn Lawrenceville Rd,"286 Pennington Lawrenceville Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1959
18,"2518 Pennington Rd , Pennington, NJ 08534-5118 is currently not for sale. The 800 sq. ft. single-family home is a 2 bed, 1.0 bath property. This home was built in 1920 and last sold on 5/6/2021 for $215,000. View more property details, sales history and Zestimate data on Zillow.","1,881",05/06/21,"$215,000",Pennington,0.54 Acres,,8534,NJ,2514 Pennington Rd,"2518 Pennington Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1920
19,"24 Timberlane Dr , Pennington, NJ 08534-1403 is currently not for sale. The 1,669 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1956 and last sold on 5/6/2021 for $480,000. View more property details, sales history and Zestimate data on Zillow.","2,000",05/06/21,"$480,000",Pennington,0.70 Acres,4.0,8534,NJ,28 Timberlane Dr,"24 Timberlane Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,1956
20,"273 Pennington Harbourton Rd , Hopewell, NJ 08534 is currently not for sale. The 2,066 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1954 and last sold on 5/4/2021 for $440,000. View more property details, sales history and Zestimate data on Zillow.","1,608",05/04/21,"$440,000",Pennington,1.14 Acres,,8534,NJ,275 Penn Harbourton Rd,"273 Pennington Harbourton Rd, Hopewell, NJ 08534 | Zillow",Single Family Residence,1954
21,"Brandon Rd W , Pennington, NJ 08534 is currently not for sale. The vacant lot last sold on 5/4/2021 for $330,000, with a recorded lot size of acres ( sq. ft.). View more property details, sales history and Zestimate data on Zillow.","2,667",05/04/21,"$330,000",Pennington,,4.0,8534,NJ,101 Brandon Rd,"Brandon Rd W, Pennington, NJ 08534 | Zillow",VacantLand,No Data
22,"10 Birch St , Pennington, NJ 08534-3304 is currently not for sale. The sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1957 and last sold on 5/3/2021 for $751,000. View more property details, sales history and Zestimate data on Zillow.","4,748",05/03/21,"$751,000",Pennington,0.93 Acres,5.0,8534,NJ,12 Birch St,"10 Birch St, Pennington, NJ 08534 | Zillow",Single Family Residence,1957
23,"16 Ingleside Ave , Pennington, NJ 08534-2709 is currently not for sale. The 2,140 sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1923 and last sold on 4/30/2021 for $500,000. View more property details, sales history and Zestimate data on Zillow.","2,612",04/30/21,"$500,000",Pennington,0.46 Acres,,8534,NJ,20 Ingleside Ave,"16 Ingleside Ave, Pennington, NJ 08534 | Zillow",Single Family Residence,1923
24,"41 Navesink Dr , Pennington, NJ 08534-1904 is currently not for sale. The 2,462 sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1993 and last sold on 4/30/2021 for $535,000. View more property details, sales history and Zestimate data on Zillow.","1,897",04/30/21,"$535,000",Pennington,0.25 Acres,3.0,8534,NJ,39 Navesink Dr,"41 Navesink Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,1993
25,"10 Avalon Rd , Pennington, NJ 08534-5159 is currently not for sale. The 2,598 sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1997 and last sold on 4/30/2021 for $676,000. View more property details, sales history and Zestimate data on Zillow.","2,409",04/30/21,"$676,000",Pennington,0.25 Acres,,8534,NJ,8 Avalon Rd,"10 Avalon Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1997
26,"214 Kentshire Ct , Pennington, NJ 08534-1988 is currently not for sale. The sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 4/28/2021 for $440,000. View more property details, sales history and Zestimate data on Zillow.","1,477",04/28/21,"$440,000",Pennington,No Data,2.0,8534,NJ,212 Kentshire Ct,"214 Kentshire Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
27,"115 Route 31 S , Pennington, NJ 08534-3508 is currently not for sale. The 1,228 sq. ft. single-family home is a 3 bed, 1.0 bath property. This home was built in 1950 and last sold on 3/25/2021 for $359,900. View more property details, sales history and Zestimate data on Zillow.","1,941",03/25/21,"$359,900",Pennington,0.46 Acres,3.0,8534,NJ,113 Route 31 S,"115 Route 31 S, Pennington, NJ 08534 | Zillow",Single Family Residence,1950
28,"208 S Main St , Pennington, NJ 08534-2825 is currently not for sale. The 2,440 sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1838 and last sold on 3/25/2021 for $728,000. View more property details, sales history and Zestimate data on Zillow.","2,740",03/25/21,"$728,000",Pennington,"8,276 sqft",4.0,8534,NJ,212 S Main St,"208 S Main St, Pennington, NJ 08534 | Zillow",Single Family Residence,1838
29,"12 S Main St Apt 1F, Pennington, NJ 08534-2840 is currently not for sale. The 930 sq. ft. condo is a bed, bath unit. This condo was built in 2002 and last sold on 3/24/2021 for $212,000. View more property details, sales history and Zestimate data on Zillow.",,03/24/21,"$212,000",Pennington,,2.0,8534,NJ,12 S Main St APT 10,"12 S Main St APT 1F, Pennington, NJ 08534 | Zillow",Condo,2002
30,"105 Laning Ave , Pennington, NJ 08534-2736 is currently not for sale. The 2,306 sq. ft. single-family home is a 4 bed, 2.0 bath property. This home was built in 1930 and last sold on 3/24/2021 for $537,000. View more property details, sales history and Zestimate data on Zillow.","1,982",03/24/21,"$537,000",Pennington,0.26 Acres,,8534,NJ,103 Laning Ave,"105 Laning Ave, Pennington, NJ 08534 | Zillow",Single Family Residence,1930
31,"42 Tucker Way , Pennington, NJ 08534-3113 is currently not for sale. The 2,269 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 2020 and last sold on 3/23/2021 for $438,122. View more property details, sales history and Zestimate data on Zillow.","2,488",03/23/21,"$438,122",Pennington,No Data,3.0,8534,NJ,14 Tucker Way,"42 Tucker Way, Pennington, NJ 08534 | Zillow",Townhouse,2020
32,"8 Bramble Dr , Pennington, NJ 08534-1127 is currently not for sale. The 4,580 sq. ft. single-family home is a 5 bed, 4.0 bath property. This home was built in 2015 and last sold on 3/23/2021 for $800,000. View more property details, sales history and Zestimate data on Zillow.","2,871",03/23/21,"$800,000",Pennington,0.46 Acres,,8534,NJ,10 Bramble Dr,"8 Bramble Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,2015
33,"903 Pebble Creek Ct , Pennington, NJ 08534-1948 is currently not for sale. The 1,477 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 3/23/2021 for $330,000. View more property details, sales history and Zestimate data on Zillow.","2,052",03/23/21,"$330,000",Pennington,No Data,3.0,8534,NJ,901 Pebble Creek Ct,"903 Pebble Creek Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
34,"Penn Hopewell Rd , Hopewell, NJ 08525 is currently not for sale. The vacant lot last sold on 3/23/2021 for $1,900,000, with a recorded lot size of acres ( sq. ft.). View more property details, sales history and Zestimate data on Zillow.",,03/23/21,"$1,900,000",Hopewell,,,8525,NJ,Penn Hopewell Rd,"Penn Hopewell Rd, Hopewell, NJ 08525 | Zillow",VacantLand,No Data
35,"24 Academy Ct , Pennington, NJ 08534-2834 is currently not for sale. The sq. ft. single-family home is a 2 bed, 3.0 bath property. This home was built in 1986 and last sold on 3/22/2021 for $275,000. View more property details, sales history and Zestimate data on Zillow.",,03/22/21,"$275,000",Pennington,No Data,2.0,8534,NJ,23 Academy Ct,"24 Academy Ct, Pennington, NJ 08534 | Zillow",Single Family Residence,1986
36,"40 Voorhees Ct , Pennington, NJ 08534-5253 is currently not for sale. The 2,052 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 2/19/2021 for $350,000. View more property details, sales history and Zestimate data on Zillow.","1,908",02/19/21,"$350,000",Pennington,No Data,3.0,8534,NJ,38 Voorhees Ct,"40 Voorhees Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
37,"503 Bollen Ct , Pennington, NJ 08534-5226 is currently not for sale. The 1,477 sq. ft. townhouse is a 2 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 2/19/2021 for $300,000. View more property details, sales history and Zestimate data on Zillow.","1,463",02/19/21,"$300,000",Pennington,No Data,2.0,8534,NJ,505 Bollen Ct,"503 Bollen Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
38,"31 Blake Dr , Pennington, NJ 08534-5194 is currently not for sale. The 2,312 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 2004 and last sold on 2/17/2021 for $384,000. View more property details, sales history and Zestimate data on Zillow.","1,960",02/17/21,"$384,000",Pennington,No Data,3.0,8534,NJ,29 Blake Dr,"31 Blake Dr, Pennington, NJ 08534 | Zillow",Townhouse,2004
39,"110 Crawley Ave , Pennington, NJ 08534-2813 is currently not for sale. The sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1905 and last sold on 2/16/2021 for $490,000. View more property details, sales history and Zestimate data on Zillow.","1,640",02/16/21,"$490,000",Pennington,"8,276 sqft",4.0,8534,NJ,112 Crawley Ave,"110 Crawley Ave, Pennington, NJ 08534 | Zillow",Single Family Residence,1905
40,"57 Lexington Dr , Pennington, NJ 08534-5169 is currently not for sale. The 1,909 sq. ft. single-family home is a 2 bed, 2.0 bath property. This home was built in 2005 and last sold on 2/16/2021 for $395,000. View more property details, sales history and Zestimate data on Zillow.","2,492",02/16/21,"$395,000",Pennington,"6,969 sqft",,8534,NJ,59 Lexington Dr,"57 Lexington Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,2005
41,"116 Woolsey Ct , Pennington, NJ 08534-1424 is currently not for sale. The 1,458 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1995 and last sold on 2/15/2021 for $355,000. View more property details, sales history and Zestimate data on Zillow.","1,290",02/15/21,"$355,000",Pennington,No Data,2.0,8534,NJ,122 Woolsey Ct,"116 Woolsey Ct, Pennington, NJ 08534 | Zillow",Townhouse,1995
42,"2 Hope St , Pennington, NJ 08534-5152 is currently not for sale. The 1,726 sq. ft. single-family home is a 2 bed, 2.0 bath property. This home was built in 1997 and last sold on 2/15/2021 for $380,000. View more property details, sales history and Zestimate data on Zillow.","1,868",02/15/21,"$380,000",Pennington,"8,712 sqft",,8534,NJ,4 Hope St,"2 Hope St, Pennington, NJ 08534 | Zillow",Single Family Residence,1997
43,"406 Bollen Ct , Pennington, NJ 08534-5236 is currently not for sale. The 2,063 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 2/12/2021 for $375,000. View more property details, sales history and Zestimate data on Zillow.","1,908",02/12/21,"$375,000",Pennington,No Data,,8534,NJ,404 Bollen Ct,"406 Bollen Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
44,"38 Diverty Rd , Pennington, NJ 08534-5009 is currently not for sale. The 1,043 sq. ft. single-family home is a 2 bed, 1.0 bath property. This home was built in 1940 and last sold on 2/9/2021 for $345,000. View more property details, sales history and Zestimate data on Zillow.","1,410",02/09/21,"$345,000",Pennington,1.17 Acres,3.0,8534,NJ,36 Diverty Rd,"38 Diverty Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1940
45,"1446 Trenton Harb Rd , Pennington, NJ 08534 is currently not for sale. The 1,817 sq. ft. single-family home is a 3 bed, 3.0 bath property. This home was built in 1970 and last sold on 1/12/2021 for $390,000. View more property details, sales history and Zestimate data on Zillow.","1,817",01/12/21,"$390,000",Pennington,1.83 Acres,3.0,8534,NJ,1446 Trenton Harbourton Rd,"1446 Trenton Harb Rd, Pennington, NJ 08534 | Zillow",SingleFamily,1970
46,"10 Cannon Dr # A, Pennington, NJ 08534-3115 is currently not for sale. The vacant lot last sold on 1/8/2021 for $110,000, with a recorded lot size of acres ( sq. ft.). View more property details, sales history and Zestimate data on Zillow.",,01/08/21,"$110,000",Pennington,,0.0,8534,NJ,17 Cannon Dr,"10 Cannon Dr #A, Pennington, NJ 08534 | Zillow",VacantLand,No Data
47,"53 Temple Ct , Pennington, NJ 08534-5151 is currently not for sale. The 1,443 sq. ft. single-family home is a 2 bed, 2.0 bath property. This home was built in 1997 and last sold on 1/8/2021 for $315,000. View more property details, sales history and Zestimate data on Zillow.","1,682",01/08/21,"$315,000",Pennington,"7,405 sqft",2.0,8534,NJ,51 Temple Ct,"53 Temple Ct, Pennington, NJ 08534 | Zillow",Single Family Residence,1997
48,"22 Hallett Dr , Pennington, NJ 08534-4015 is currently not for sale. The 4,417 sq. ft. single-family home is a 5 bed, 6.0 bath property. This home was built in 2004 and last sold on 1/8/2021 for $878,017. View more property details, sales history and Zestimate data on Zillow.","5,556",01/08/21,"$878,017",Pennington,1.89 Acres,5.0,8534,NJ,20 Hallett Dr,"22 Hallett Dr, Pennington, NJ 08534 | Zillow",SingleFamily,2004
49,"38 W Shore Dr , Pennington, NJ 08534-2121 is currently not for sale. The 2,893 sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1978 and last sold on 1/6/2021 for $685,000. View more property details, sales history and Zestimate data on Zillow.","2,259",01/06/21,"$685,000",Pennington,1.37 Acres,4.0,8534,NJ,40 W Shore Dr,"38 W Shore Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,1978
50,"39 Temple Ct , Pennington, NJ 08534-5151 is currently not for sale. The 1,849 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1997 and last sold on 1/4/2021 for $393,000. View more property details, sales history and Zestimate data on Zillow.","1,956",01/04/21,"$393,000",Pennington,"7,405 sqft",3.0,8534,NJ,41 Temple Ct,"39 Temple Ct, Pennington, NJ 08534 | Zillow",Single Family Residence,1997
51,"161 Bull Run Rd , Pennington, NJ 08534-1248 is currently not for sale. The 2,432 sq. ft. single-family home is a bed, bath property. This home was built in 1955 and last sold on 1/4/2021 for $424,500. View more property details, sales history and Zestimate data on Zillow.","2,753",01/04/21,"$424,500",Pennington,1 Acres,,8534,NJ,159 Bull Run Rd,"161 Bull Run Rd, Pennington, NJ 08534 | Zillow",SingleFamily,1955
52,"26 Academy Ct , Pennington, NJ 08534-2834 is currently not for sale. The 1,720 sq. ft. condo is a 2 bed, 3.0 bath unit. This condo was built in 1986 and last sold on 12/31/2020 for $295,000. View more property details, sales history and Zestimate data on Zillow.",960,12/31/20,"$295,000",Pennington,,2.0,8534,NJ,25 Academy Ct,"26 Academy Ct, Pennington, NJ 08534 | Zillow",Condominium,1986
53,"165 Bull Run Rd , Pennington, NJ 08534-1248 is currently not for sale. The sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1962 and last sold on 12/30/2020 for $424,500. View more property details, sales history and Zestimate data on Zillow.","1,251",12/30/20,"$424,500",Pennington,1.28 Acres,3.0,8534,NJ,169 Bull Run Rd,"165 Bull Run Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1962
54,"253 Colt St , Pennington, NJ 08534-5173 is currently not for sale. The 2,386 sq. ft. townhouse is a 4 bed, 3.0 bath unit. This townhouse was built in 1997 and last sold on 11/30/2020 for $464,000. View more property details, sales history and Zestimate data on Zillow.","2,186",11/30/20,"$464,000",Pennington,No Data,3.0,8534,NJ,251 Colt St,"253 Colt St, Pennington, NJ 08534 | Zillow",Townhouse,1997
55,"48 Poor Farm Rd , Pennington, NJ 08534-3801 is currently not for sale. The sq. ft. single-family home is a 5 bed, 4.0 bath property. This home was built in and last sold on 11/30/2020 for $865,000. View more property details, sales history and Zestimate data on Zillow.","3,100",11/30/20,"$865,000",Pennington,2 Acres,4.0,8534,NJ,30 Poor Farm Rd,"48 Poor Farm Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,No Data
56,"34 Tucker Way , Pennington, NJ 08534-3113 is currently not for sale. The 2,496 sq. ft. townhouse is a 3 bed, 4.0 bath unit. This townhouse was built in 2020 and last sold on 11/28/2020 for $508,478. View more property details, sales history and Zestimate data on Zillow.","2,330",11/28/20,"$508,478",Pennington,No Data,,8534,NJ,7 Cannon Dr,"34 Tucker Way, Pennington, NJ 08534 | Zillow",Townhouse,2020
57,"148 Coburn Rd , Pennington, NJ 08534-5144 is currently not for sale. The 2,386 sq. ft. condo is a 4 bed, 4.0 bath unit. This condo was built in 1997 and last sold on 11/25/2020 for $469,000. View more property details, sales history and Zestimate data on Zillow.","2,186",11/25/20,"$469,000",Pennington,,3.0,8534,NJ,156 Coburn Rd,"148 Coburn Rd, Pennington, NJ 08534 | Zillow",Condominium,1997
58,"709 Pebble Creek Ct , Pennington, NJ 08534-1954 is currently not for sale. The 2,052 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 11/25/2020 for $372,000. View more property details, sales history and Zestimate data on Zillow.","1,908",11/25/20,"$372,000",Pennington,No Data,3.0,8534,NJ,707 Pebble Creek Ct,"709 Pebble Creek Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
59,"50 Pennington Lawrenceville Rd , Pennington, NJ 08534-3211 is currently not for sale. The 1,988 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1954 and last sold on 11/24/2020 for $390,000. View more property details, sales history and Zestimate data on Zillow.","1,988",11/24/20,"$390,000",Princeton,0.32 Acres,3.0,8540,NJ,50 Lawrence Dr,"50 Pennington Lawrenceville Rd, Pennington, NJ 08534 | Zillow",Single Family Residence,1954
60,"21 Timberlane Dr , Pennington, NJ 08534-1404 is currently not for sale. The 1,989 sq. ft. single-family home is a bed, bath property. This home was built in 1955 and last sold on 11/24/2020 for $295,000. View more property details, sales history and Zestimate data on Zillow.","3,400",11/24/20,"$295,000",Pennington,0.93 Acres,5.0,8534,NJ,23 Timberlane Dr,"21 Timberlane Dr, Pennington, NJ 08534 | Zillow",SingleFamily,1955
61,"20 Lexington Dr , Pennington, NJ 08534-5168 is currently not for sale. The 2,579 sq. ft. single-family home is a 4 bed, 4.0 bath property. This home was built in 2003 and last sold on 11/23/2020 for $592,250. View more property details, sales history and Zestimate data on Zillow.","2,678",11/23/20,"$592,250",Pennington,"6,969 sqft",,8534,NJ,22 Lexington Dr,"20 Lexington Dr, Pennington, NJ 08534 | Zillow",Single Family Residence,2003
62,"14 Baker Way , Pennington, NJ 08534-4013 is currently not for sale. The 4,631 sq. ft. single-family home is a 4 bed, 4.0 bath property. This home was built in 2002 and last sold on 11/23/2020 for $660,000. View more property details, sales history and Zestimate data on Zillow.","5,420",11/23/20,"$660,000",Pennington,2.22 Acres,,8534,NJ,16 Baker Way,"14 Baker Way, Pennington, NJ 08534 | Zillow",Single Family Residence,2002
63,"25 Fanning Way , Pennington, NJ 08534-5133 is currently not for sale. The 2,586 sq. ft. single-family home is a 4 bed, 3.0 bath property. This home was built in 1996 and last sold on 10/23/2020 for $540,000. View more property details, sales history and Zestimate data on Zillow.","2,586",10/23/20,"$540,000",Pennington,"10,018 sqft",4.0,8534,NJ,23 Fanning Way,"25 Fanning Way, Pennington, NJ 08534 | Zillow",Single Family Residence,1996
64,"229 Colt St , Pennington, NJ 08534-5173 is currently not for sale. The 2,080 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1997 and last sold on 10/23/2020 for $426,400. View more property details, sales history and Zestimate data on Zillow.",,10/23/20,"$426,400",Pennington,No Data,3.0,8534,NJ,231 Colt St,"229 Colt St, Pennington, NJ 08534 | Zillow",Townhouse,1997
65,"131 Treymore Ct , Pennington, NJ 08534-1986 is currently not for sale. The 1,908 sq. ft. townhouse is a 3 bed, 3.0 bath unit. This townhouse was built in 1994 and last sold on 10/23/2020 for $375,000. View more property details, sales history and Zestimate data on Zillow.","1,463",10/23/20,"$375,000",Pennington,No Data,,8534,NJ,129 Treymore Ct,"131 Treymore Ct, Pennington, NJ 08534 | Zillow",Townhouse,1994
66,"86 Federal City Rd , Lawrence Township, NJ 08648-1506 is currently not for sale. The 2,071 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1916 and last sold on 10/22/2020 for $425,000. View more property details, sales history and Zestimate data on Zillow.",,10/22/20,"$425,000",Trenton,0.61 Acres,,8648,NJ,86 Federal City Rd,"86 Federal City Rd, Lawrence Township, NJ 08648 | Zillow",Single Family Residence,1916
67,"7 Hope St , Pennington, NJ 08534-5152 is currently not for sale. The 1,849 sq. ft. single-family home is a 3 bed, 2.0 bath property. This home was built in 1997 and last sold on 10/21/2020 for $390,000. View more property details, sales history and Zestimate data on Zillow.","2,185",10/21/20,"$390,000",Pennington,"7,405 sqft",,8534,NJ,5 Hope St,"7 Hope St, Pennington, NJ 08534 | Zillow",Single Family Residence,1997
